cadidate name,fec_id,party,state
"PAGE, JAMES JAMIE",H4MN03142,REP,MN
"TOMA, BEN",H4AZ08140,REP,AZ
"SALERNO, JOE",H4NJ02207,DEM,NJ
"NESTOR, BRADLEY",H4IN03257,DEM,IN
"MILLIONAIRE, PRESIDENT QUINCI",P40016891,REP,CA
"MILLIONAIRE SPEEDO, PRESIDENT QUINCI",P40016909,REP,CA
"MILLIONAIRE MILLIONAIRE, PRESIDENT QUI",P40016917,REP,CA
"SHARMA, SIDDHANTH",H4NC13090,REP,NC
"MANGERIS, DOUGLAS",H4CO04215,LIB,CO
"JAMES, JOSHUA",H4TN04288,REP,TN
"SHARMA, SIDDHANTH",H4NC13108,REP,NC
"SANER, EDWARD MR",H4WA10069,DEM,WA
"ST. PETER, STEVE",P40015679,NNE,AZ
"SMITH, CORAN DE-ANDRE",P40015687,DEM,IL
"SABLAN, GREGORIO KILILI CAMACHO REP.",H8MP00041,DEM,MP
"GUEST, MICHAEL PATRICK",H8MS03125,REP,MS
"MANNING, KATHY",H8NC13067,DEM,NC
"PAPPAS, CHRIS",H8NH01210,DEM,NH
"VAN DREW, JEFF MR",H8NJ02166,REP,NJ
"PALLONE, FRANK JR",H8NJ03073,DEM,NJ
"EFROS, NEIL",H4TX03148,DEM,TX
"HUCKABEE, MICHAEL WAYNE",P40015612,REP,AZ
"ALLEN, STEVEN MCINTIRE",P40015620,REP,MI
"WIEGAND, JOSEPH MICHAEL",P40015638,REP,ND
"HARRINGTON, JOSHUA JOHN HERMAN",S4WI00223,UNK,WI
"HOLDEN, ARCHIE RODERIC",H4MT02072,REP,MT
"OWEN, PETER",H4FL13218,DEM,FL
"KRAUTTER, JOEL",H4MT02064,REP,VA
"KAPLAN, GLENN",H2CA12232,DEM,CA
"SLAUSON, STEPHEN",H2CA12240,REP,CA
"RUSH, CAROLYN",H2NJ02219,DEM,NJ
"WALLS-WINDHAUSER, ANGELA MARIE MRS.",P40008773,REP,FL
"VECCHIO, PHILIP",H4PA14072,DEM,PA
"ADAMS, ANDREW JOSHUA",H4SC03194,REP,SC
"SIMMONS, KERRY",P40008823,UNK,FL
"STETSON, JOSEPH ARTHUR",P60007481,REP,OR
"JEFFERSON, DAVID CURTIS",P40006355,DEM,IL
"ALEXANDER, MYRTLE PATRICIA DR.",H4DC01025,REP,DC
"ACCARDI, LORENZO",S4OR00289,W,OR
"TENUTA, VIERI MICHAEL",H4AZ06110,DEM,AZ
"KNUTSON, KIP",H4IL07185,DEM,IL
"LUCAS, MARTIN",H2IN01206,REP,IN
"JOHNSON, LARRY",P40012601,OTH,CO
"HUSSEIN, AZEEM",P40012619,DEM,NY
"LOVELESS, CARSON",P40012627,DEM,MD
"WILLIAMSON, W JOHN",H2AZ06254,DEM,AZ
"NJINIMBOT, GABRIEL",H4MD04162,DEM,MD
"WOODWARD, RHONDA",H4FL02104,REP,FL
"DAYSOG, TONY MR.",H4CA12170,DEM,CA
"WENDELIN, STEVEN COMMANDER USN, (RET)",H4WV02247,DEM,WV
"WALKER, CHRISTOPHER",H4WV02254,REP,WV
"ADERHOLT, ROBERT B. REP.",H6AL04098,REP,AL
"KIEHNE, JOHN",H4MO02074,DEM,MO
"SPATARO, JOSEPH",H4NJ01175,APF,NJ
"DECECCO, ANDREW FRANK",H4NY01147,DEM,NY
"ROBBINS, MARTIN FOSTER",P40014839,DEM,NC
"FIRMAGE, JOSEPH",P40015760,DEM,UT
"SIMMES, DAVID RICHARD MR. SR.",P40014417,NON,CA
"JEROME, CHRISTOPHER",P40014425,IAP,FL
"ANTANI, NIRAJ JAIMINI",H4OH02172,REP,OH
"ANDREWS, ALISCIA",H0VA10186,REP,VA
"CROSS, ELAYNE",H4OH14128,REP,OH
"FLORA, DEBORAH",H4CO04199,REP,CO
"EDELOS MONTEROS, TINA MICHELLE MS",P40019911,IDP,CA
"GOMEZ, JIMMY",H8CA34266,DEM,DC
"KILBANE, MARK",H2NH01296,REP,NH
"VANCE, MICHAEL",H4CO05204,LIB,CO
"SAMPLES, KACEY NICOLE",P40012387,DEM,AZ
"MALONE, ROBERT",P40012395,REP,NJ
"DOWLING, ERIC",P40015018,W,FL
"SLACK, DANIEL",P40015026,IND,ME
"GIBSON, BOBBY DEAN",P40015059,OTH,OH
"ALFONSO, JOSEPH",H2MI04260,DEM,MI
"ISHII, DAVID TADASHI",H4WA09087,DEM,WA
"MAHANT, SIDDHARTH",H4IN05195,REP,IN
"SADWICK, GREGG ANTHONY MR",H4NY25054,REP,NY
"FULLER, THOMAS",P40016180,W,FL
"RAPOPORT, ALAN",H4OH11108,REP,OH
"HELGELIEN, ELIZABETH NICOLE",H4NV03159,REP,NV
"KIM, ANDY",H8NJ03206,DEM,NJ
"SHERRILL, MIKIE",H8NJ11142,DEM,NJ
"ESRATI, DAVID",H8OH03098,DEM,OH
"HERRELL, STELLA YVETTE",H8NM02156,REP,NM
"TITUS, DINA",H8NV03036,DEM,NV
"MEEKS, GREGORY W.",H8NY06048,DEM,NY
"OCASIO-CORTEZ, ALEXANDRIA",H8NY15148,DEM,NY
"RYAN, PATRICK",H8NY19223,DEM,NY
"TONKO, PAUL DAVID",H8NY21203,DEM,NY
"MORELLE, JOSEPH D",H8NY25105,DEM,NY
"CARNEY, KEVIN JOHN MR.",P40015877,DEM,CA
"MCPHILLIPS, WILLIAM J MR",H4FL01171,REP,FL
"SMITH, JOE",S4FL00629,REP,FL
"COSGROVE, KATHLEEN M MS",H4TN04239,IND,TN
"YARBROUGH, CALIL ANTWOIN D'SEAN",H4CO05113,UN,CO
"GRAVES, SAMUEL B. JR.",H0MO06073,REP,OH
"GASASIRA, JOHN BOSCO JEAN DRMIL ADMM J",P40012742,LIB,WY
"MOON, CLIFFORD E",H2WA07127,REP,WA
"THOMPSON, JOEY",H4MD05193,DEM,MD
"SAFFOLD, BRANDON LEE",H4NJ02199,DEM,NJ
"VALENCIA AVALOS, VIKTOR",H4TX33046,DEM,TX
"GREGORY, JEFF",H0NC10177,REP,NC
"KERN, RUSSELL JOSEPH MR.",P40012718,IND,AZ
"FARMS, WILLIAM PROFESSOR",P40012726,IND,OH
"ROTHSCHILD, ELIZABETH SAMANTHA DR. JUD",S2TX00551,REP,DC
"PAUL, ADAM NICHOLAS",S2WI00532,IND,WI
"NALBACH, WILLIAM",P40007148,,OH
"SANDERA, ROBERT WILLIAM",P20004909,DEM,PA
"HORWITZ, JOSHUA DAVID MR.",P40015646,DEM,NY
"CLARK, CORNELL MAURICE M.D.",S4NV00346,REP,NV
"DOTSON, HOWARD",P40011199,DEM,MN
"GUILLEN, LAURAH",P40011207,UNK,CA
"LEE, PADRAIC",H4PA13256,DEM,PA
"LEE, PADRAIC",H4PA13264,DEM,PA
"LEE, PADRAIC",H4PA13280,DEM,PA
"CARNEY, KEVIN JOHN MR.",P40015869,DEM,CA
"KRENTCIL, PATRICIA MARIE",S4FL00603,REP,FL
"FRYDENBORG, BRIAN EDWARD",S4MD00368,DEM,MD
"BIGGS, ANDY",H6AZ05083,REP,AZ
"FOX, GLYNNDEAVIN VON MR.",P40005894,IND,SC
"MATSUI, DORIS",H6CA05195,DEM,CA
"PANETTA, JIMMY",H6CA20152,DEM,CA
"MCCARTHY, KEVIN",H6CA22125,REP,CA
"ROULEAU, BRIAN R MR.",H4NY21137,WFP,NY
"SHABAZZ, CLYDE K",H8MI14084,GRE,MI
"MICHAELS, DANIEL",P40014631,W,FL
"LANCASTER, RICHARD TODD",P40014649,REP,CO
"ALVERO, ROBERT",H4FL04050,REP,FL
"GROSS, KEITH",S4FL00553,REP,VA
"COATS, THOMAS L. MR",P40014433,IND,IL
"JONES, NATASHA DESAI MRS",P40014441,W,NY
"NEUJAHR, ULRICH",P40015778,DEM,CT
"MABEE, MISSIE LAURA MS. SR.",P40015786,REP,ID
"PUNCH, ANDREW J MR",P40015794,NNE,MN
"BARRETT, STEPHEN LUKAS",P40015802,UN,SC
"BOYER, BRUCE MR.",H4CA26188,REP,CA
"PHILLIPS, JUSTIN DON",P40012429,AIP,PA
"GRAY, TYLER",P40012452,GRE,TN
"HE, AARON M",P40012460,DEM,WA
"SHAFFER, KEITH CHARLES MR",P40012478,REP,PA
"VIVROUX, MICHAEL ALAN",P40012494,REP,TX
"ENDELEY, SAINT JERMAINE MR.",P40012510,DEM,NY
"ROREX, DUSTIN VAUGHN",P40012536,DEM,CO
"STUBBS SR, CHRISTOPHER EDWARD",P30000012,,SC
"BOVO, LUCKY",H4UT03336,REP,UT
"EDOM, JEREMY MR",P40016586,NPA,IN
"VYSKOCIL, ELAN JAKUB",H4FL28018,AIP,FL
"COLEMAN, GERRY",P40012189,DEM,KS
"FOREMAN, JOSEPH",P40012205,IND,OH
"BEAUFORD, WILLIAM ANDERSON",P40012213,REP,MO
"HOLLICK, ADAM",P40012221,GRE,ME
"WILLIAMS, LANORMAYA",P40012577,POP,GA
"MARSH, DOUGLAS PHILIP",S4MI00512,GRE,MI
"BIONDI, MELISSA",P40012338,LIB,GA
"KIDD, THOMAS JAMES MR SR",P40012403,IND,MD
"LANE, DENNIS LORY",P40012346,IND,OH
"EDGELL, SAUNDRA LOU",P40012551,IND,IN
"SEYMOUR, KURRY JOHN MR.",P40012569,REP,SC
"PATTERSON, KEN EUGENE-A MR",P40014979,REP,MO
"WILLIAMS, JAMES GREGORY",P40019945,NNE,IN
"PIPER, JOHN P.",H4IN04263,REP,IN
"SOBOCINSKI, GREGORY",H2NJ03316,REP,NJ
"HEIMLICH, PHILIP MURRAY",H8OH02058,REP,OH
"LATTA, ROBERT EDWARD",H8OH05036,REP,OH
"WALBRIDGE, BRIAN",H4TX31107,DEM,TX
"KERN, ANTHONY",H4AZ08132,REP,AZ
"MCGOVERN, JAMES P",H4MA03022,DEM,MA
"CHAPA, MIGUEL",H4CA25230,REP,CA
"BAGBY, LAMONT",H4VA04058,DEM,VA
"BERGMANN, CHARLOTTE",H0TN09061,REP,TN
"ADDINGTON, JACOB TAY",H4NY22093,DEM,NY
"MARSELLA, RENEE",H4FL14133,REP,FL
"SAMUELS, DON MR.",H2MN05208,DFL,MN
"DAVISON, JERONE",H2AZ09183,REP,AZ
"RICKETTS, PETE",S6NE00129,REP,NE
"MENENDEZ, ROBERT",S6NJ00289,IND,NJ
"SAMUEL, BENSSON V PROFESSOR",H4MI01163,REP,MI
"HORNBERGER, JACOB GEORGE MR.",P00014175,LIB,VA
"HAMMERLI, ALEXANDER",H4NJ03189,DEM,NJ
"IBRAHIM, UTHMAN A",H4IL01220,REP,IL
"MEDINA, RONALD RAZON MR",H4TX11042,IND,TX
"CARTER, GREGORY MARCUS MR",P40008849,IND,FL
"KENDERES, BRIAN",H2OH07266,DEM,OH
"BUGIE, DOUG",H2OH10054,DEM,OH
"BRUCE, NATHANIEL REED",H4CA20157,REP,CA
"LEWIS, MARCUS",H8IL02104,REP,IL
"BROOKS, SHARON E.",P40012767,IND,MN
"CASTELLUCCI, FRANK III",P40012783,NPA,FL
"PADORA, JOHN J JR.",H4CO04165,DEM,CO
"FRANCO, FRANKY",H4SC03210,REP,SC
"SCHAEFER, MIKE MICHAEL",H4CA45162,DEM,CA
"BROOKINS, NICHOLAS LAMAR",H4GA01146,GRE,GA
"PATOCS, REINA",H4AZ01301,REP,AZ
"HARVEY, JIMMY EDWARD MR.",P40012635,NPA,GA
"HAYWARD, DOUGLAS G",P40012643,AIP,MA
"HIDROGO, JENNIFER",P40012650,REP,TX
"LAMMERS, RODNEY LEE",P40012668,REP,NC
"ARYAN, DENNIS",H4VA10337,IND,VA
"OLUKORE, ADE OBA",P40012684,APF,CA
"FARMS, WILLIAM",H4OH06116,IND,OH
"WALKINGCHILD, CHARLES",S4MT00209,REP,MT
"BENGE, SARAH JO MS",P40018905,LIB,IN
"MENELIK I, DAWSON THE PRINCE OF LOVE",P40018913,IND,AK
"KNIGHT, DAVID MR.",H4CA43100,REP,CA
"SMITH, WESLEY",H4MO02066,IND,MO
"SHERMAN, BRAD",H6CA24113,DEM,CA
"CARBAJAL, SALUD O.",H6CA24303,DEM,CA
"FISHER, VICTOR LEONARD II",H4TX01100,NNE,TX
"CRANK, JEFF",H6CO05142,REP,CO
"FARMS, WILLIAM",P40014359,IND,OH
"GAETZ, MATT",H6FL01119,REP,FL
"DUNN, NEAL PATRICK MD, FACS",H6FL02208,REP,FL
"WOOD, KYLE JAMES",P40014367,NPA,FL
"SMITH, KEITH",P60005469,DEM,OH
"WARD, ROBERT LEWIS MR",P40014375,REP,FL
"GRANDA, GRACE",S2FL00425,UNK,FL
"SOLIS-MULLEN, JOSEPH",S4MI00710,LIB,MI
"POTTS, KEITH",S4IN00261,DEM,IN
"JAWANDO, WILL",S4MD00301,DEM,MD
"TRONE, DAVID",S4MD00319,DEM,MD
"OLUWADARE, BLESSING T",H4MD01176,DEM,MD
"MALLOY, ANITA",P40014581,AIP,SC
"BOWMAN, JOHN",H4MO05358,IND,MO
"RISK, KRISTI",H0IN08148,REP,IN
"JASSER, M. ZUHDI",H4AZ04115,REP,AZ
"GARVEY, STEVE",S4CA00803,REP,CA
"WILSON, BRAD",S4UT00209,REP,UT
"KRIESEL, KATELYN",H0NY22117,DEM,NY
"VALENTINE, CHRIS ADAM MR",P40011751,NNE,GA
"MURPHY, CHRISTOPHER S",S4MO00235,REP,MO
"MARTINEZ, DANIEL JOSE BOCIC MR. ESQ.",H4CA31147,REP,CA
"MARRANZINO, CARMINE MR.",P40011918,REP,NY
"MUNDY, GREGORY LYMAN MR.",H4RI01349,DEM,RI
"O'CONNELL, AUSTIN LUTHER",H4CO03431,REP,CO
"MISNER, LUKE A.",H4IN08314,REP,IN
"COUCH, CHARLES VINCENT MR.",H4TX07123,OTH,TX
"HARRIS, ARTHUR",P60018520,IND,
"SPEARS, ALAN ERROL ESQ.",P60005790,REP,CA
"WALKER, JEREMIAH",H4NJ10218,DEM,NJ
"ROJAS, IRIS MARGARITA",P40020075,IND,FL
"SAVAGE, LARRY L. JR.",H4IN05294,REP,IN
"AKIBA, ZAKHAI",S4MA00317,REP,MA
"CHARLES, CELINA MAY",P40013500,IDP,TX
"JOHNSON, ALEXANDER",P40014458,REP,NY
"WAITS, RAYLON LOYD",P40014466,REP,TX
"SHOUP, DAVID LEE MR. JR",P40011827,REP,OH
"KENNEDY, WILLIAM",P40011835,IND,MS
"FELTON, ALIDA",P40011843,DEM,DC
"WAITS, RAYLON LOYD",P40014474,REP,TX
"PIATT, MATTHEW",H4CA20165,REP,OR
"ASHCRAFT, TODD J",P40011876,DEM,NC
"ERICKSON, THOMAS",P40011884,NPA,PA
"KLUESNER, JEREMY J",P40011892,REP,TX
"CHILDRESS, DARIN",H4IN06193,REP,IN
"WALKER, LIAM THOMAS MR",H4OH13120,GWP,OH
"DAVIS, PHILIP N.",H4IN07209,REP,IN
"RAMIREZ, MARC ANTHONY",P40016206,PUR,TX
"DICKERSON, CAMERON D.",H0VA09121,LIB,VA
"WHITEHOUSE, SHELDON",S6RI00221,DEM,RI
"RIVERA, ANGEL",H4FL09174,REP,FL
"SINEMA, KYRSTEN",S8AZ00197,IND,AZ
"DIAMONDSTONE, JILL 'JESSY'",H4VT00132,OTH,VT
"BLAIR, NICHOLAS EDWARD",H4AZ09031,DEM,AZ
"BERRY, STEVE",S4VT00181,IND,VT
"SCHOVILLE, JUSTIN",S4VT00199,OTH,VT
"HAZOU, LEILA",S4PA00345,GRE,PA
"HAZOU, LEILA",S4PA00352,GRE,PA
"MOSES, PAMELA",S4TN00575,IDP,TN
"SCOTT, RICK SEN",S8FL00273,REP,FL
"BRAUN, MIKE",S8IN00171,REP,IN
"HAWLEY, JOSHUA DAVID SEN",S8MO00160,REP,MO
"WHITELOCK, NICHOLAS",H4NJ01183,REP,NJ
"RUSSOMANNO, CHRISTOPHER",H2NJ03308,LIB,NJ
"LITTRELL, WALLACE JAMES MR. JR.",P40015695,REP,MO
"BINGHAM, ALEXANDER JAY",P40015711,FRE,PA
"NORBASH, ALEXANDER",S4CA00811,DEM,CA
"BAUSINGER, MELVIN LEE",H4TX23161,DEM,TX
"PINNAVAIA, MATTHEW",P40006157,NNE,CA
"HOLMES, THOMAS BETHUNE MR.",H4AL01255,DEM,AL
"SAWYER, LINDA",H0MI13497,REP,MI
"MELENDEZ, JOSE E",H4PR01036,REP,PR
"STEPHENS, SHANNON EMILY",H4NY02095,REP,NY
"FARMS, WILLIAM",H4OH06132,IND,OH
"FIORI, RACHEL",P40020505,W,CA
"CHENG, AUSTIN FRANKLIN",H4NY03218,DEM,NY
"TITTLE, SHEILA 'SAMM'",P20002630,IND,VA
"KALEMKARIAN, TIMOTHY CHARLES",P60003175,REP,CA
"UCHE, MAUREEN ALLAH",P40021420,AMP,IL
"SPALDING, MONIQUE LAURETTE",P40008682,REP,CO
"MASCIA, JOSEPH EDWARD",H4NC07126,PRO,NC
"TRUEBLOOD, STEVEN",H4WI01189,REP,WI
"KIRKPATRICK, RYAN P",P40008096,DEM,CA
"OLSON, BERT KEITH",H4SD01021,DEM,SD
"MAY, KARLA",S4MO00276,DEM,MO
"BABIN, BRIAN",H6TX02079,REP,TX
"SAULINO, ALEXANDER J.",H4NY18125,DEM,NY
"THELUSCA, JOE",H4FL23084,REP,FL
"MOUNTAIN, ZACHARIAH BERTROM",P40016149,N,ME
"WEIGANT, BRADLEY ALLEN",P40016156,IND,FL
"DUNN, ADAM",P40007155,REP,MI
"HOOVER, MICHAEL",S4MI00454,REP,MI
"SNYDER, NICOLETTE",S4MI00462,REP,MI
"SLOTKIN, ELISSA",S4MI00470,DEM,MI
"ELLIS, STANLEY",H4CA20231,REP,CA
"BERNHEISEL, JEREMY SHANE",P00007278,IND,AZ
"BARNES, DARYL WAYNE MR",H4TX18146,DEM,TX
"DAVIS, EARL WILLIAM II",P40009797,DEM,TX
"ZOLLER, HUDSON THEODORE",P40009821,DEM,NY
"KNIGHTING, REBECCA ANNE",P40014706,IND,VA
"TAYLOR, WILLIAM JOSEPH",S4DE00086,REP,DE
"WALTERS, RICHARD JOHN",P40011926,IND,NJ
"EVANS, ANTHONY GERALD JR",H4OH11082,IND,OH
"STEVENSON, MICHAEL ARSENE",P40020117,REP,MS
"WALKER, KEIRA ANNE MS",P40011959,DEM,FL
"JACOBS, SARA",H8CA49074,DEM,CA
"CORTINA, RAUL IVHAN MR",P40014821,IND,TX
"GERVASIO, JOSEPH ANTHONY MR JR",P40011975,REP,PA
"MARCHANT, JIM",S4NV00270,REP,NV
"LASTER, JUSTIN",H4GA08117,DEM,GA
"OLUWADARE, BLESSING T",H4MD01168,DEM,MD
"CURRY, MARK MR JR",H4GA91014,REP,GA
"HOUSTON, DERIC",H4GA14081,DEM,GA
"GUNTER, JEFF DR",S4NV00304,REP,NV
"CLOUTE, ALEXIS JEAN MS",P40012007,NPA,WI
"HERNANDEZ, SALOMON SR.",S4FL00546,W,FL
"BELLON, DAVID A. ESQ.",S4NY00313,REP,NY
"SAPRAICONE, MICHAEL",S4NY00404,REP,NY
"MORENO, BERNIE",S4OH00192,REP,OH
"LAROSE, FRANK",S4OH00200,REP,OH
"DOLAN, PAUL",S4HI00227,REP,HI
"SHEPPERSON, STACEY T. MRS.",H4AL02154,REP,AL
"HENRY, LAWRENCE PATRICK",H4NY04133,DEM,NY
"STOUDEMIRE, RONALISEYA RENEA MS.",P40012353,IND,TX
"WILLIAMS, ARCHIE A., III",S4UT00332,DEM,UT
"WEBSTER, ORION S",H4WA01290,REP,WA
"WILLIAMS, STEVE MR.",H2CA36504,REP,CA
"LAFFEY, STEVE",P40010746,REP,VA
"BALDERSON, WILLIAM TROY",H8OH12180,REP,OH
"HERN, KEVIN",H8OK01157,REP,OK
"HOULAHAN, CHRISSY",H8PA06087,DEM,PA
"SCANLON, MARY GAY",H8PA07200,DEM,PA
"MEUSER, DANIEL",H8PA10147,REP,PA
"JOYCE, JOHN",H8PA13125,REP,PA
"HAWKINS, BRIAN",H4CA41153,DEM,CA
"DIXON, DANIELLE DELOUISE",P40011132,IND,NC
"SANCHEZ, TIM",H4CA12188,DEM,CA
"SONS, LUCAS",H4OH05068,IND,OH
"TIPON, EMMANUEL",S4HI00235,REP,HI
"BILLIONAIRE, SHELBY PIKACHU",S4HI00243,OTH,HI
"KUMAR, HARMESH",S4CA00993,DEM,CA
"MATTHEWS, MYISHOLA EMPRESS",P40015968,OTH,TX
"SIMON, KEVIN",P40015976,REP,IN
"EASTWOOD, ATHENA",H4AZ06185,GRE,AZ
"METWALLY, AMR",P40018186,W,FL
"GRIFFIN, DONNIS (D'MORIA)",P40008625,IND,NJ
"WEILER, CHRIS",P40014490,DEM,IL
"HOOK PHD., LOUIS CHARLES DR. ADMIRAL",P40014508,FED,MS
"WALTERS, MARY JO",P40014516,IND,WI
"BEAUTE, STEPHANIE E",H4RI01299,DEM,RI
"KOVACH, ZACH",H4SD01039,DEM,CO
"BARRON, BRIAN",H4MO00037,NNE,MO
"BURBRIDGE, BRUCE",P40012379,IND,WA
"MILES, JEFF",P40014904,DEM,CA
"DELICES, PATRICK",H4NY14108,REP,NY
"MONCADA, RICHARD CHARLES",P40014847,IND,TX
"MASONE, WILLIAM ANTHONY",P40014854,REP,NC
"CASS, JEANETTE",H4MO04187,MO,MO
"NAZARIAN, ASHKAN ALEX",H4CA01132,REP,CA
"PARVEZ, TARIQ SYED",S4PA00279,REP,PA
"SANDERS, CHRISTOPHER",H4SD00056,REP,SD
"CLEMENT, CHRISTINA LOREN REV DR LLC",P40016412,REP,DE
"MALAN, JOHN",H4WA04195,DEM,WA
"MANUEL, MEL INARI",H4LA01154,DEM,LA
"BENAVIDES, LILY",H4NJ11166,GRE,NJ
"NGUYEN, KATRINA",H4CO05097,UN,CO
"HARTMANN, RAY",H4MO02082,DEM,MO
"ETCHISON, SHELANE",H4NC09163,UN,NC
"PARELLA, J. CORY MR.",H4CO05121,REP,CO
"ABITTAN, ALEXANDER",P40020059,DEM,FL
"WOODY, JASON J",H4CA12238,DEM,CA
"MUNN, JOHN",H4CA04128,REP,CA
"COMPTON, WILLIAM DAKOTA",H2KY02125,DEM,KY
"CENTONZE, LANA MRS.",H4TX18161,REP,TX
"FREEMAN, SEAN",H4OH11074,IND,OH
"FULTON, SETH",H4TN02092,REP,TN
"HAMPTON, EDWARD JAMES MR",S4AZ00303,REP,AZ
"O SALVESEN, JOHN O MR II",H4GA05063,REP,GA
"LEE, CALVIN",H4CA34091,REP,CA
"BOULIN ROMAIN, JACQUELINE",H4FL05107,DEM,FL
"SIMPSON, MICHAEL",H8ID02064,REP,ID
"ARIAS, VINCENT MICHAEL",H4FL27028,REP,FL
"MYERS, DEREK J.",H4OH02198,REP,OH
"MOORE, DWAYNE H.",H4NY05122,REP,NY
"BROWN, MASON JOSEPH",H4NY20170,DEM,NY
"TAYLOR, ALEXANDRIA J.",S4MI00546,REP,MI
"OSORNIO, ANGEL",P40015281,IND,CA
"STODDEN, WILLIAM P. DR.",P40016362,SOC,IA
"DEFELICE, GERALD THOMAS",P00000315,REP,CT
"BABICZ, KEVIN",P40012502,LIB,WA
"DOMINGUEZ, JUAN",S4MD00350,DEM,MD
"HEWETT, DON MR",H4WA10044,REP,WA
"TODD, TERRIS EUGENE",H4VA07226,REP,VA
"OLMACK, JERAMY LEE",H4VA08364,NPA,VA
"HENRY, JOHNNY ISHMEL",P00013409,AIP,MS
"RILEY, ISAAC",P40016081,IND,MO
"ROZLER, JEFFREY P.",S4NY00370,REP,NY
"MEYER, JOE",H4OR03242,,OR
"COBAIN, KURT DONALD MR",S2WA00494,DEM,WA
"CELIA RODRIGUEZ, STEFFANE MARIE",P40014714,W,IA
"KRISHNAMOORTHI, S. RAJA",H6IL08147,DEM,IL
"MANNING, ZACHARIAH C.",H4TX32048,DEM,TX
"SOTO, DARREN",H6FL09179,DEM,FL
"CASTOR, KATHY",H6FL11126,DEM,FL
"BUCHANAN, VERNON",H6FL13148,REP,FL
"JOHNSON, HENRY C. 'HANK'",H6GA04129,DEM,GA
"ZEN, QUINCI",P40016842,REP,CA
"THOMAS, BELINDA",H4AL02238,REP,AL
"JENSEN, TYRONE",H0UT02252,REP,UT
"DOUGLASS, EUGENE FARLEY DR",H4NC02135,REP,NC
"GORMAN, JEFF",H0CA20122,REP,CA
"RAMOS, ASHLEY",H2IL02198,REP,IL
"CANTRELL, GARY ROBERT MR.",P40014862,UNK,SC
"THOMPSON, AMANDA",P40014870,AIP,SD
"ABEL, JESSICA L",P40014888,REP,OH
"ANDREWS, CODY",S4TX00763,REP,TX
"GRANDON, ROD",H4VA06053,DEM,VA
"VELAZQUEZ CORREA, ROBERTO KARLO",H4PR00111,OTH,PR
"BESSARD, DEVEON",P40020133,ACE,TX
"PINNAVARIA, CARMELO (CARMEN) MR.",P00015560,OTH,IL
"BEST, BRYON L",H4SC03244,DEM,SC
"MCLAMB, ALFONZ CARL JR JR",P40014680,AIP,NJ
"ROBINSON, VICTOR OSWALD MR. JR.",P40014698,REP,GA
"PENNIE, DEMETRICK TRE DR.",H4TX03122,REP,TX
"BOLES, DENYC",H4OR06013,REP,OR
"ROBERTS, STEVE E",H4KS03220,LIB,KS
"BLACK, ANDREW",H4NJ07156,GRE,NJ
"ASTORGA, ALEX JOHN",S4CA01074,NNE,CA
"SAWCHUK, ERIC RICHARD",H4CA30222,REP,CA
"LYNCH, CHRISTY MS",H4LA02145,REP,LA
"ATWOOD, FRANK",H2CO01140,OTH,CO
"GRAYSON, RICHARD",H4ID02071,DEM,AZ
"GOSS, PHIL",H4IN03182,DEM,IN
"MOLAISON, JOHN ANTHONY",P40012148,REP,TX
"SOLOMON, AVA CHER",H4NE01171,REP,NE
"FARMOS, JACOB",S4CA00647,DEM,CA
"MORTIMORE, ERIC L",P40012023,REP,NE
"PINA, RODOLFO JR",P40012031,NNE,CA
"KELLY, JEREMY 4798573999",P40012049,REP,FL
"STEWART, BENJAMIN (BEN)",P40012056,W,TN
"NELSON, RICHARD HALE 5127994119",P40012064,DEM,TX
"ROMAGNANO, CHASE ANDERSON MR.",S4FL00561,DEM,FL
"DADA, SEAN ADAM",P40012072,IND,IN
"EBERWINE, MARK ALAN MR.",P40012080,OTH,TX
"DE BOURBON-MONTENEGRO, CARLOS ANTONIO",P40012098,IND,CA
"RESCHENTHALER, GUY MR.",H8PA18199,REP,PA
"LYRAS, LOUIS GEORGE",H8OH13154,DEM,OH
"TIMMONS, WILLIAM R IV",H8SC04250,REP,SC
"GONZALES, EDWARD ALLAN",P40016164,IND,TX
"MOHAMMAD, SHANE ALEKSANDER MR",P40016172,DEM,TX
"NORMAN, RALPH W. JR.",H8SC05158,REP,SC
"BURCHETT, TIM",H8TN02119,REP,TN
"GREEN, MARK DR.",H8TN07076,REP,TN
"CAPPARELL, CHRIS",H4GA07309,DEM,GA
"SIMCHOWITZ, STEFAN",S4CA00852,REP,CA
"WILD, SUSAN",H8PA15229,DEM,PA
"RICHARDSON, QUINCY LAVINE MR",H4PA01129,REP,PA
"FULKERSON, HEATH VINCENT",S4NV00338,REP,NV
"GARIBALDI, KALEB ALEXANDER",P40015182,NNE,KS
"STUBBS, CHRISTOPHER EDWARD",P40016016,OTH,SC
"REYES, MARCO",S4FL00652,NPA,FL
"REYES, MARCO",S4FL00660,NPA,FL
"SHUSTER, JAMES BARTLEY MR",S4CA00738,REP,CA
"LOWDER, BRANDON CHANDRASEN",P40015190,HRP,CA
"HUMPHREY JR, ROBERT CAROLYLE",P40010506,IND,MD
"HENNESSEY, ADAM",P40010555,IND,FL
"VINDMAN, YEVGENY 'EUGENE'",H4VA07234,DEM,VA
"POZZOLO, LUIS",H2AZ03152,W,AZ
"BELL, DOUGLAS",P40019523,IND,AL
"WILLIAMS, PETER",H4LA05171,DEM,LA
