candidate name,party,fec_id,cid
"Patel, Neil",R,S2OH00345,N00048121
"Patel, Suraj",D,H8NY12129,N00041983
"Patel, Vimal",D,H2AL02166,N00049035
"Paterson, Clark",L,H2TX01070,N00035104
"Patterson, Buzz",R,H0CA07137,N00044843
"Patterson, Odell",I,H2NY13153,N00051595
"Patti, Tom",R,H2CA09139,N00049430
"Paul, Naz",I,S2WA00437,N00050547
"Paul, Rand",R,S0KY00156,N00030836
"Paveza, Robert",R,S2AZ00323,N00048386
"Payette, Matt",I,H2CO08053,N00049484
"Payne, Bill",R,H2TX06418,N00050714
"Payne, Donald M Jr",D,H2NJ10154,N00034639
"Payne, Lane",R,H2LA03113,N00051559
"Payne, Michael",D,H2IL01299,N00049546
"Paz, Amelia",D,H2WA09123,N00048325
"Peckarsky, Peter",D,S2WI00417,N00048847
"Pedersen, Seth",R,H2WA09198,N00051567
"Pekau, Keith",R,H2IL06116,N00049549
"Pellegrini, Silvio E.",I,H2AK00473,N00051336
"Pellegrino, Kaynen",I,H0AL06112,N00043975
"Pelosi, Nancy",D,H8CA05035,N00007360
"Peltola, Mary",D,H2AK01158,N00050780
"Pembleton, Joshua",R,H2AZ03178,N00049421
"Pence, Angela",L,H2GA14085,N00048983
"Pence, Greg",R,H8IN06129,N00041956
"Pennie, Tre",R,H0TX32053,N00044585
"Peotter, Brian",L,S2CO00316,N00052066
"Percle, Clay",R,H2VA10158,N00048599
"Perez, Janelle",D,H2FL27063,N00049088
"Perez, Joseph",R,S2MD00594,N00050756
"Perez, Julio",R,H2AK00192,N00047783
"Perez, Maclovio Jr",D,H2TX27299,N00049830
"Perez, Marie Gluesenkamp",D,H2WA03217,N00050490
"Perkins, Jo Rae",R,S4OR00156,N00035512
"Perkins, Michael",R,H2ME02188,N00048714
"Perkins, Tyler",R,S2NV00407,N00051484
"Perlmutter, Ed",D,H6CO07023,N00027510
"Perras, Brian",R,H2FL12099,N00045653
"Perrone, Myles",R,H2FL23161,N00051380
"Perry, Jan",D,H2CA37312,N00050068
"Perry, Scott",R,H2PA04135,N00034120
"Peters, James",D,H2CA14212,N00050304
"Peters, Sam",R,H0NV04023,N00044344
"Peters, Scott",D,H2CA52089,N00033591
"Peters, Walt",R,H2IL16131,N00050835
"Petersen, Jonathan",I,H2UT04114,N00051931
"Peterson, Arthur Laverne",R,H2CA39185,N00050573
"Peterson, Bob",R,H2OH15129,N00048558
"Peterson, David",D,H6CA01202,N00030903
"Peterson, Erik",R,H2NJ07218,N00049685
"Peterson, Karen Carter",D,H2LA02131,N00028703
"Peterson, Kaylee",D,H2ID01192,N00050605
"Peterson, Kidron",R,H2MS04324,N00050878
"Peterson, Norman",L,H2MI05184,N00051796
"Petris, Enrique",R,S2CA01300,N00051468
"Pettersen, Brittany",D,H8CO07045,N00040878
"Petteys, Derek",R,H2KY06209,N00046128
"Peyton, Babette",I,H0IL01061,N00004879
"Pfaff, Brad",D,H2WI03122,N00049357
"Pfaff, Teresa",R,H2IL16099,N00047953
"Pfluger, August",R,H0TX11230,N00045421
"Pham, Long Kim",R,H2CA45208,N00007164
"Phelps, Andrew",I,H2AK00531,N00051613
"Philippe, Jesse",D,H0FL15070,N00044767
"Philips, Mike",R,H2TX08240,N00049338
"Phillips, Dean",D,H8MN03143,N00041134
"Phillips, G Scott",D,H2OR01265,N00049733
"Phillips, George",R,H6NY22098,N00038752
"Phillips, Jeff",D,H2CA12166,N00047915
"Pichardo, Laura",R,H0NC06266,N00046784
"Pierce, Brock",I,S2VT00227,N00047300
"Pierce, Douglas",D,S6CA00790,N00039040
"Pierce, Mark",R,H2CA27255,N00051351
"Pierce, Mike",R,H2IL14086,N00049103
"Pierre, Ravin",D,S2WA00395,N00048843
"Pierson, Nels",R,H2MN01306,N00050870
"Pignatelli, Sean",R,H2NJ02250,N00051410
"Pinckney, David",R,H0NJ10133,N00032327
"Pingley, Jennifer",D,H0MD01224,N00046408
"Pingree, Chellie",D,H8ME01120,N00013817
"Pinion, Joseph III",R,S2NY00499,N00050018
"Pinney, Dwayne",R,S2FL00532,N00048396
"Piper, John",R,S2IN00232,N00041733
"Piper-Loomis, Lynz",R,H2SC01077,N00048572
"Pirjada, Obaidul",D,S2CA01052,N00049024
"Pitocco, Antonio",R,H2MD03184,N00048223
"Piton, Robert ""Bobby""",R,S2IL00184,N00048948
"Plaskett, Stacey",D,H2VI00082,N00035000
"Plotky, Calina",R,H2GA13079,N00049537
"Plowhead, Angela",R,H2OR06033,N00049157
"Pocan, Mark",D,H2WI02124,N00033549
"Pohlman, Emma Jane",3,S2HI00205,N00051475
"Poirier, Dean",R,H2NH02229,N00049136
"Poissonnier, Robert",R,H2MD06278,N00048225
"Polhemus, Jonathan",D,H2OR03121,N00050445
"Poliak, Carlo",R,S4NV00197,N00027086
"Poliquin, Bruce",R,H4ME02234,N00034584
"Pollchik, Howard",D,H4IN04206,N00036124
"Polo, Frank",R,H2FL27071,N00046473
"Polsky, Larry Mark",R,H2TX34147,N00048785
"Porro, John",R,H2TX32125,N00049183
"Porter, Chris",R,H2ID02232,N00051183
"Porter, Deshon",R,S2MO00569,N00048637
"Porter, Jenette",D,H2LA02255,N00047969
"Porter, Katie",D,H8CA45130,N00040865
"Porter, Kevin",I,H2FL11182,N00051373
"Porter, Mark",R,H2CA33253,N00051354
"Posey, Bill",R,H8FL15107,N00029662
"Post, Patrick",I,H0FL19254,N00047455
"Poston, David",R,H2AR02111,N00049414
"Potell, Jason",D,H2CA30309,N00048856
"Powell, Isaac",D,H8OH11166,N00030492
"Powell, Mark",D,H0IN09195,N00031913
"Powell, Rhonda",D,H2MI10184,N00050865
"Powers, William",I,H0IN01317,N00047117
"Pozzolo, Luis",R,H2AZ03152,N00049273
"Prabhala, Keerthi",R,S2AZ00364,N00048944
"Pratt, Allison",R,H2CA43393,N00050320
"Prebola, Crystal",R,H2CA27214,N00047496
"Preece, Chris",D,H2KY06175,N00048218
"Prempeh, Billy",R,H0NJ09200,N00046673
"Prescott, Russell",R,H2NH01304,N00051286
"Preskitt, Sid",R,H2FL12107,N00049513
"Pressley, Ayanna",D,H8MA07032,N00042581
"Pressley, Tyler Steele",I,H2DE01047,N00050335
"Preston, Jason",R,H2UT03256,N00049012
"Preston, Joseph",D,H4VA04074,N00052132
"Preston, Joy",R,H2OH03182,N00049150
"Pretot, Jake",D,H8MD02100,N00042143
"Price, Steven",I,S2MO00601,N00049240
"Pridmore, Jay P",R,H2AL06175,N00043730
"Priest, Peter II",D,H2IN08193,N00051056
"Prijten, Reinier",R,H2NV03179,N00048544
"Primm, Marcus",D,H2TX21151,N00049009
"Prince, Paperboy",D,H0NY07092,N00045923
"Prine, Adam",D,H2OR02172,N00051214
"Provance, Rustin",L,H2WI03163,N00050737
"Pruden, Jim",R,H0FL22118,N00045486
"Pruitt, Scott",R,S2OK00277,N00051163
"Puccetti, Gregory",R,H4KY03244,N00036754
"Puglisi, Todd",R,S2MD00644,N00051607
"Pukita, Mark",R,S2OH00287,N00045599
"Pulju, Dan",3,S2OR00176,N00050542
"Pullen, Hunter",R,H2LA05266,N00051627
"Pullins, Pierre",D,H6IN07337,N00028240
"Purham, Randy",R,H2AK01059,N00048143
"Pursley, Ben",D,S2ID00194,N00051154
"Putorti, Matthew",D,H2NY21149,N00048743
"Qiu, Helen Jiang",R,H2NY10175,N00050428
"Quaid, Michele Weslander",I,H2CA24203,N00050310
"Qualis, Joshua",D,H2IL12205,N00051506
"Qualteri, Jennifer",R,H2CO01215,N00051494
"Quartey, Quaye",D,H2CA25218,N00048662
"Quigley, Mike",D,H0IL05096,N00030581
"Quiles, Moses",I,S2FL00730,N00051244
"Quinn, Christine",R,H6FL14112,N00039087
"Quinn, Marty",R,H2OK02182,N00050694
"Quinn, Patrick",R,H2NJ11152,N00048540
"Quinn, Rosey",D,H2TX01096,N00048768
"Quintanilla, Carlos",D,H2TX06186,N00034563
"Quiter, Thomas",L,S2NY00523,N00051256
"Rab, Raji",D,H4CA30123,N00036728
"Radaker-Sheafer, Kristen",D,H2MO07200,N00050875
"Rader, Tristan",D,H2OH07233,N00050691
"Radewagen, Amata Coleman",R,H4AS00036,N00007635
"Rading, Ajwang",D,H2CA18148,N00048961
"Ragge, Claire",R,H2CA33212,N00048963
"Raheb, Kerry",I,S2VT00243,N00050041
"Rainwater, James",D,H2MN01348,N00051283
"Raitport, Menachem",R,H2NY09144,N00051742
"Rakebrandt, Mike",R,H2NY02131,N00049692
"Rambaransingh, Troy",R,H2FL10267,N00049076
"Ramcharran, Lily",D,H2FL15092,N00047939
"Ramirez, Archimedes M.D.",R,H2CA02258,N00051026
"Ramirez, Cesar",D,H2FL15258,N00051270
"Ramirez, Delia",D,H2IL03162,N00049548
"Ramirez, Ruben",D,H2TX15138,N00033837
"Ramirez, Tina",R,H0VA07109,N00044595
"Ramos Debarros, Brittany",3,H2NY11124,N00048015
"Ramos, Ashley",R,H2IL02198,N00050107
"Ramos, Javier",D,H0AZ05185,N00047102
"Ramos, Jonathon Angel",3,H2CA01243,N00050258
"Ramos, Juan",R,H2IL11215,N00050618
"Ramsey, Mark",R,H2TX38023,N00049867
"Rankin, Sam",L,H0MT00074,N00004633
"Raphael, Patrick",R,H2CA33188,N00048168
"Rar, Rostislav",D,H2NY20125,N00049001
"Rascon, Matthew",D,H2CA48129,N00051364
"Rascon, Nicholas",I,H2OR01257,N00049156
"Raskin, Jamie",D,H6MD08457,N00037036
"Rasool, Reema",D,H2NY03154,N00049703
"Rathmell, George",R,H2PA15123,N00050176
"Raths, Greg",R,H2CA40084,N00035204
"Ratliff, Irene",I,S2CA01169,N00049982
"Ravul, Rao",D,H2CA17124,N00051349
"Ray, Davy",D,H2WA03175,N00047417
"Ray, Stuart",R,H2KY03214,N00049566
"Raybon, Jennifer",R,H2FL15134,N00049517
"Rayburn, Floyd",R,H2NY24184,N00051563
"Raymond, Robert",I,H8WI05124,N00027428
"Rayner, Michele K. Ms.",D,H2FL13246,N00048684
"Realz, Jonathan",L,H2AL02208,N00051876
"Rebresh, Michael",R,H2IL16123,N00049104
"Rechtzigel, Gene",R,H6MN02206,N00039129
"Recile, Rudy",R,H2CA00153,N00048958
"Recotta, James",R,H2NY23129,N00048746
"Rector, Chris",R,H2TX12093,N00048589
"Redden, Savanna",D,H2OH01178,N00048017
"Redic, Ericka L Mrs.",R,H2VT01084,N00050208
"Redpath, Bill",L,S2IL00226,N00030145
"Reece, Michael",R,H2GA08061,N00049290
"Reed, Centrell",D,H2TX38049,N00049869
"Reed, John Allen",R,S2OH00444,N00048951
"Reed, Ray",D,H2MO02185,N00048720
"Reetz, David",R,H2AZ07203,N00051616
"Reeves, Bryce",R,H2VA10216,N00049894
"Reeves, Ernest",R,H6NC03161,N00036422
"Regenor, James Allen",3,H2NY23236,N00051432
"Regnier, Jeffery",R,H2IL01398,N00050612
"Rehinhart, Allen",D,S2NV00381,N00051482
"Rehman, Laique",R,H0TX07220,N00046291
"Reichert, Steve",R,H2SC07223,N00048285
"Reichert, Tim",R,H2CO07204,N00050078
"Reid, Corey",D,S2NV00357,N00051159
"Reid, Rayna",D,H2TX02136,N00048769
"Reisdorf, Richard",3,H2MN01280,N00050868
"Reising, Jesse",R,H2IL13161,N00050113
"Reiss, Jonathan",R,H2CA36447,N00049059
"Remillard, Josh",D,H2NC11148,N00048247
"Remrey, Alexander",L,H2AL01218,N00051875
"Reschenthaler, Guy",R,H8PA18199,N00041871
"Reuter, Kimberly",D,H2GA10133,N00048202
"Revak, Josh",R,H2AK00218,N00050772
"Revelle, Doug",I,H2WA02268,N00051659
"Revis, Christopher John",R,H2TX08174,N00048775
"Reyes, Art",R,H2HI01138,N00013164
"Reyes, Victor",D,H2NM01177,N00048002
"Reynolds, Cody",D,H2OR01216,N00033825
"Reynolds, Conrad",R,H2AR02103,N00031072
"Reynolds, Derral",R,H2MO07119,N00048526
"Reynoso, Beatriz",D,H2TX34170,N00049185
"Rezaei, Babak",D,H2IN09209,N00048709
"Rhinehardt, Kimrey",I,S2NC00422,N00048420
"Rhoads, Christina",R,S2NC00414,N00048419
"Rhodes, Aarika",D,H2CA30275,N00047175
"Rhodes, Kellie",D,H2CO03286,N00048486
"Rice, Kathleen",D,H4NY04075,N00035927
"Rice, Max",R,H8IL09174,N00040894
"Rice, Tom",R,H2SC07066,N00033832
"Richards, Audrey",R,H0MO07279,N00047483
"Richards, Matt",R,H2GA10257,N00049094
"Richardson, Keith",D,H2IL12148,N00048705
"Richardson, Ken",R,H2SC07173,N00048031
"Richardson, Max",R,S2PA00620,N00050026
"Richardson, Montel",D,H2NC07112,N00048243
"Richter, Ernest",R,H2CA33246,N00050793
"Richter, Jenny",R,H2CA45174,N00049466
"Rickerson, Glenn",R,H2CO06172,N00048488
"Riddle, Jason",R,H2NH02252,N00049674
"Riddle, Sam",D,H2MI13378,N00051065
"Rider, Erin",R,H2UT02456,N00049875
"Ridley, Mikayla",D,H2NY22188,N00048745
"Riedel, Craig",R,H2OH09189,N00049728
"Rieg, Alysia",R,H2TX12119,N00049796
"Riesen, Cory",D,H2IN03210,N00050120
"Riggieri, John",D,S2NH00314,N00051819
"Rigney, John Villarreal",D,H2TX15195,N00049803
"Riley, Christopher",D,H2CA08255,N00050559
"Riley, Josh",D,H8NY22177,N00049916
"Rimensnyder, Nelson",R,H2DC01052,N00035845
"Rios, Angel",D,H2CA42163,N00047274
"Rios, Francisco",R,H2NC12211,N00048252
"Rippel-Elton, Amy",D,H2OH12126,N00051100
"Rivera, Carlina",D,H2NY10324,N00051426
"Rivera, Luis",D,H2VA03088,N00049881
"Rizzo, Phil",R,H2NJ11202,N00049690
"Robbio, Donald F",R,H0RI02246,N00032810
"Roberson, Brent",R,H2NC02311,N00049639
"Roberson, Portia",D,H2MI13295,N00050394
"Roberson, Sandy",R,H2NC02253,N00049633
"Roberts, Donald",3,H2ID02182,N00048702
"Roberts, Dustin",R,H2OK02216,N00050697
"Roberts, John",R,H2AL05169,N00048952
"Roberts, Joseph",R,H2CA12182,N00047917
"Roberts, Kevin Sean",R,H2OK03115,N00050167
"Roberts, Rusty",R,H2FL07263,N00050588
"Roberts, Sam",D,H2NY22204,N00050432
"Roberts, Shawna",D,H8OH06133,N00042683
"Roberts, Steve",D,H2MO01229,N00050873
"Robertson, Al",D,H2FL04153,N00048676
"Robertson, Christian",D,H2OR01299,N00051213
"Robertson, Mark",R,H2NV03153,N00048010
"Robertson, Nat",R,H2NC04184,N00049646
"Robertson, Richard",R,H2GA02171,N00049529
"Robinson, Andrew",D,H2FL03205,N00049502
"Robinson, Brian",D,H2NY10142,N00049145
"Robinson, Bulldog Ben",I,H2OK02331,N00051514
"Robinson, Corinna",D,H2FL18096,N00035753
"Robinson, Gary",R,H2NC10124,N00050667
"Robles, Albert Ivan",R,H2PA02162,N00050451
"Roca, Mariela",R,H2MD08183,N00048878
"Rocellerpitts, Angeigh Jeannean",R,H4TX30067,N00048607
"Rocha, Felix Jr",R,H2CA46164,N00050795
"Rocha, Jon",R,H2MI06125,N00048232
"Rocha, Joseph C.",D,H2CA50208,N00048858
"Rochester, Lisa Blunt",D,H6DE00206,N00038414
"Rock, Joanne",I,S2CO00357,N00052070
"Roco, John",R,S0HI00183,N00032862
"Rodermund, Travis",R,H2TX06319,N00048301
"Rodgers, Cathy McMorris",R,H4WA05077,N00026314
"Rodgers, James Byron",R,H2TX30236,N00049846
"Rodill, Austin",D,H2PA03137,N00048279
"Rodimer, Dan",R,H2TX06335,N00045265
"Rodrigues, Hamilton Soares",R,H2MA08082,N00050377
"Rodriguez, Brenda Laney",I,S2NC00455,N00048423
"Rodriguez, Christopher",R,H2CA49242,N00048482
"Rodriguez, Eduardo",D,H2TX35136,N00049854
"Rodriguez, Jaime",D,H2TX34154,N00048786
"Rodriguez, Joshua",L,H2CO08129,N00045459
"Rodriguez, Lucia",R,H2TX02128,N00048036
"Rodriguez, Michael",R,H2TX35250,N00050726
"Rodriguez, Paul",R,S2NV00365,N00051255
"Rodriguez, Rolando",R,H2TX28115,N00049832
"Rodriguez, Roxanne",I,S2AZ00489,N00052063
"Rodriguez, Salvador",D,S2LA00192,N00052080
"Rodriguez, Saul",R,H2AZ09159,N00048470
"Rodriguez, Tony",3,H2CA28170,N00050067
"Roe, Ann",D,H2WI01100,N00048933
"Rogensues, Angela",D,H2MI10143,N00050139
"Rogers, Bevon",D,S0OK00354,N00045368
"Rogers, David",I,H0DE00159,N00047726
"Rogers, Evelyn",I,H6OK03165,N00005600
"Rogers, Hal",R,H0KY05015,N00003473
"Rogers, Mike D",R,H2AL03032,N00024759
"Rogers, Tim",R,H8WI04069,N00043688
"Rojas, Ricardo",D,H2NJ08257,N00050151
"Rolen, Lewis Warren",D,S2MO00684,N00050533
"Rollins, Will",D,H2CA42205,N00049464
"Ronan, Sam",I,S2OH00410,N00038447
"Rondeau, Kevin",R,H0NH01258,N00032697
"Ronning, Penny",D,H2MT02134,N00049629
"Roots, Roger",L,H2MT02183,N00051407
"Rosado, Tony",I,H2FL11109,N00047895
"Rose, John",R,H8TN06094,N00041599
"Rose, Max",D,H2NY11140,N00041588
"Roseborough-Eberhard, Ane",D,H2NJ08273,N00051082
"Rosenberger, Rob",R,H2TX17100,N00049810
"Rosendale, Matt",R,H4MT00050,N00035517
"Rosenfeld, Martin",R,S2PA00331,N00048125
"Roses, Laurel",R,H2OR05233,N00050931
"Rosner, Terre Layng",D,H2IL01414,N00050827
"Ross, Albert",D,H2MN05216,N00051634
"Ross, Dave",R,H2VA07279,N00050202
"Ross, Deborah",D,H0NC02125,N00038565
"Ross, Dennis",R,H2FL15217,N00030645
"Ross, Felicia",R,H1OH11013,N00043212
"Ross, Gena",D,S2MO00650,N00047400
"Ross, Jeremiah",D,H2OK03149,N00051515
"Roth, David",D,S2ID00178,N00050751
"Roth, Marc",I,S2CA01326,N00051470
"Rottinghaus, Patrick",D,H2KY04220,N00049569
"Rouda, Harley",D,H8CA48035,N00040666
"Routledge, Root",D,H8CO03234,N00042797
"Rouzer, David",R,H2NC07096,N00033527
"Roy, Chip",R,H8TX21307,N00042268
"Royal, Chris",I,H0TX34059,N00047776
"Roybal Caballero, Patricia",D,H2NM01193,N00048004
"Royse, Paul",R,S2OK00319,N00051546
"Rubinson, Barry",3,S2NV00423,N00052086
"Rubio, Marco",R,S0FL00338,N00030612
"Rudnick, David",D,H0CA25139,N00045379
"Ruiz, Ben",R,H2IN01180,N00049561
"Ruiz, Michael",D,H2MA08074,N00047869
"Ruiz, Raul",D,H2CA36439,N00033510
"Rumba, Thomas",I,H2TN03250,N00051928
"Rumbaugh, Jeff",D,S2WI00474,N00049266
"Rupert, Charles V",R,H2GA10190,N00048696
"Ruppersberger, Dutch",D,H2MD02160,N00025482
"Rush, Bobby",D,H2IL01042,N00004887
"Rush, Brian",D,S2FL00748,N00051473
"Rush, Carolyn",D,H2NJ02219,N00048538
"Rushman, Ed",I,H8CA46146,N00043129
"Rusk, Ted",L,H2IN07187,N00050369
"Russ, David",R,H2OR01240,N00047799
"Russell, Ken",D,H2FL27089,N00041940
"Russo, Allison",D,H2OH15210,N00048567
"Russomanno, Christopher",L,H2NJ03308,N00051078
"Rutherford, John",R,H6FL04105,N00039777
"Rutledge, John Carleton",I,S2CO00365,N00052071
"Rutledge, Lorrie",D,H2MI13303,N00050395
"Rutsch, Edwin",D,H2CA08248,N00050260
"Ruvalcaba, Jesus",D,H2CA46156,N00049469
"Ruzon, Mark",I,S2CA01334,N00051471
"Ryan, Chris",R,H0MO06164,N00032307
"Ryan, Pat",D,H2NY18103,N00041165
"Ryan, Tim",D,S2OH00402,N00025280
"Ryder, Ryan",D,H2SD01058,N00050467
"Sabatini, Anthony",R,H2FL11117,N00048183
"Sabatucci, Dante",R,H2OH07209,N00049724
"Sablan, Gregorio",I,H8MP00041,N00030418
"Saddler, Latham",R,S2GA00175,N00048403
"Safta, Adina",R,H2NC02220,N00049310
"Sagoo, Gurpinder Singh",R,H2CA01169,N00045309
"Said, Mohammad H",D,S4WA00474,N00027300
"Saide, Ahmad",I,S2FL00698,N00049227
"Saine, Lori",R,H2CO08061,N00049485
"Sajna, Cyrus",D,H0TX14234,N00041210
"Salas, Rudy",D,H2CA21233,N00049444
"Salazar, Girien",R,H2TX32109,N00048597
"Salazar, Manuel",D,H2TX06350,N00048582
"Salazar, Maria",R,H8FL27185,N00042810
"Salazar, MG",D,H0MO05182,N00044538
"Saleh, Rebecca",R,H2FL08113,N00050339
"Salem, Khaled",D,S0NY00667,N00047203
"Salierno, John",3,H2NJ08323,N00051915
"Salinas, Allison",R,S2IL00143,N00048103
"Salinas, Andrea",D,H2OR06066,N00049738
"Salvatore, Tony",R,H2MO02227,N00050657
"Salvi, Kathy",R,S2IL00267,N00027745
"Sampson, Catherine",R,H2NV02593,N00051420
"Sams, Steven II",R,H2NY26189,N00049717
"Samuels, Ben",D,H2MO02193,N00048880
"Samuels, Don",D,H2MN05208,N00050655
"San Nicolas, Michael",D,H8GU01020,N00042619
"Sanchez Hernandez, Jorge",D,H2CA22157,N00046921
"Sanchez, Anthony Parisi",I,H8NJ02299,N00043929
"Sanchez, Daniel",D,H2TX34238,N00050955
"Sanchez, Jana Lynne",D,H8TX06183,N00040761
"Sanchez, Linda",D,H2CA39078,N00024870
"Sanchez, Louie",R,H2NM01367,N00046370
"Sanchez, William",D,S2FL00623,N00048817
"Sandage, Brandon",R,H2LA04137,N00050632
"Sandera, Rob",D,H2PA16105,N00034753
"Sanders, Jarmal Jabbar",I,S2AL00186,N00044406
"Sanders, Mary L",3,H2CT01239,N00051893
"Sandoval, Sol",D,H2CO03245,N00047933
"Sands, Carla",R,S2PA00554,N00048835
"Sandvig, Nate",R,H2OR05183,N00048570
"Sanford, Paul",R,H2AL05219,N00050256
"Sansaricq, Bernard",R,H2FL20233,N00031734
"Santos, Al",R,H2FL07271,N00050808
"Santos, George",R,H0NY03083,N00046427
"Santos, Robert",R,H0OH13201,N00045768
"Sapaskis, Stylo",R,H6NY16140,N00039569
"Sarappo, Chris",I,H2AZ02444,N00051878
"Sarbanes, John",D,H6MD03292,N00027751
"Sare, Diane",I,S2NY00325,N00034087
"Sarega, John",R,H2CA38278,N00051358
"Saulibio, Dave",3,S2WA00536,N00051720
"Sawatzki, Dan",R,H2TX35268,N00050727
"Sawyer, Linda",R,H2MI13220,N00046667
"Sax, Mike",D,H8NY02088,N00042182
"Saylor, Ryan",R,H2OH07225,N00050439
"Scalise, Steve",R,H0LA01087,N00009660
"Scanlon, Mary Gay",D,H8PA07200,N00042706
"Scauflaire, Takona Eileen",I,H2TX06400,N00050474
"Sceniak, James",L,S2IN00299,N00050754
"Schafer, Jake",R,S2AL00160,N00049022
"Schaffer, Jeremiah",I,H2FL26073,N00048508
"Schafranek, Robert",R,H6TX29080,N00038834
"Schakowsky, Jan",D,H8IL09067,N00004724
"Schansberg, Eric",L,H6IN09119,N00028431
"Scharer, Gene",D,H0AZ03248,N00009575
"Schatz, Brian",D,S4HI00136,N00028138
"Schatz, Dave",R,S2MO00643,N00050001
"Scheiss, John",R,S2AK00267,N00051690
"Scheller, Lisa",R,H0PA07132,N00046491
"Schepers, Kevin",R,S2MO00841,N00051709
"Schiess, John",R,S2KY00194,N00051250
"Schiff, Adam",D,H0CA27085,N00009585
"Schiffman, Steve",R,H2NV03229,N00039555
"Schiller, Chris",R,H2OK02190,N00050695
"Schiller, Peggy",D,H2FL01258,N00049499
"Schindler, Adam",D,H2CA50216,N00049474
"Schluter, Nate",D,H2MN05224,N00051635
"Schmeling, Wendy",R,H2FL15159,N00050342
"Schmidt, David",3,H2NJ04256,N00051910
"Schmidt, Patrick",D,H2KS02143,N00048873
"Schmitt, Colin",R,H2NY18087,N00048269
"Schmitt, Eric",R,S2MO00544,N00048414
"Schmuker, Steven Jr",R,H2TX15229,N00050189
"Schneider, Brad",D,H2IL10068,N00033101
"Schneider, Jan",D,H2FL13139,N00025314
"Schneiderman, Fred",R,H2NJ05329,N00049682
"Scholten, Hillary",D,H0MI03316,N00044885
"Schrader, Kurt",D,H8OR05107,N00030071
"Schrepel, Jack",R,H2NY17154,N00051090
"Schrier, Kim",D,H8WA08189,N00041606
"Schroeder, David",R,S2WI00524,N00051724
"Schroeder, Hank",I,H6NJ04182,N00036774
"Schubert, Patrick",R,S2SD00134,N00050033
"Schuch, William",R,H2NC06163,N00051191
"Schultz, Brendan",D,H2HI02615,N00051386
"Schultz, Debbie Wasserman",D,H4FL20023,N00026106
"Schultz, Jen",D,H2MN08152,N00050871
"Schulz, Jonah",R,H2OH16069,N00045765
"Schumer, Charles E",D,S8NY00082,N00001093
"Schustrom, Bill",D,H2MT01086,N00048528
"Schwab, Sterling",R,H2NJ07234,N00050149
"Schwarze, Adam",R,H2MN03112,N00049607
"Schweikert, David",R,H4AZ06045,N00006460
"Scott, Attica",D,H2KY03172,N00048875
"Scott, Austin",R,H0GA08099,N00032457
"Scott, Bobby",D,H6VA01117,N00002147
"Scott, Christine",I,H0FL22126,N00045689
"Scott, Daryl",D,H2SC07314,N00051110
"Scott, David",D,H2GA13012,N00024871
"Scott, Ezra",I,H2MI06109,N00048230
"Scott, Neil",L,S2NV00431,N00052087
"Scott, Tim",R,S4SC00240,N00031782
"Scurry, Christopher",D,H2TX31143,N00048927
"Searcy, Sam",D,H8NC02086,N00041363
"Searle, Austin",D,S2UT00294,N00047856
"Seckman, Mike",R,H2WV02209,N00050975
"Sedillo Lopez, Antoinette",D,H8NM01323,N00040932
"Seely, Matthew",R,H2MI08196,N00050864
"Segal, David",D,H2RI02234,N00032640
"Segovia, Carmen",I,S2AK00200,N00051303
"Seguin, Mike",3,S2UT00450,N00051581
"Selen, Tayfun",R,H2NJ11178,N00049140
"Self, Keith",R,H2TX03290,N00049337
"Selker, John",D,H2OR04111,N00049736
"Sellers, David",D,H2MS04282,N00049126
"Selvig, Marissa Joy",3,H2WY01016,N00048061
"Semenenko, Max",R,H2CA07141,N00050058
"Sempolinski, Joe",R,H2NY23137,N00048747
"Seppelfrick, Dean",R,H2IL11140,N00044827
"Serrano, Carolina",R,H2NV04094,N00048735
"Serrano, Gerardo",R,H2KY05185,N00042637
"Serratore, Lenny",I,H2FL20241,N00048687
"Sessions, Pete",R,H2TX03126,N00005681
"Sessler, Jerrod",R,H2WA04165,N00048323
"Severino, Joseph",R,H0IL10393,N00047214
"Sewell, Terri",D,H0AL07086,N00030622
"Shabazz, Lateek",D,H2OH11284,N00048898
"Shabazz, Tariq",D,H0OH11122,N00046498
"Shackelford, Jody",R,H2AR01121,N00050294
"Shaffer, Jeremy",R,H2PA17160,N00050457
"Shaheen, Jacob",R,H2LA03097,N00049575
"Shakil, Kevin",D,H2NY04186,N00050423
"Shank, Al",D,S2PA00422,N00048441
"Shannon, Rick",I,H2TN05313,N00048579
"Shannon, T W",R,S2OK00210,N00036205
"Sharief, Barbara",D,H2FL20134,N00047864
"Sharkey, John",D,H2NC09209,N00049661
"Sharma, Sid",R,H2NC02303,N00049638
"Sharon, Jennifer",R,H0TX35064,N00046693
"Sharp, David",R,H2KY01077,N00048710
"Sharpe, Thomas",I,S2NH00264,N00050539
"Shearer, Alaina",D,H0OH12179,N00045766
"Shecktor, Andrew",R,H2PA09118,N00049750
"Sheffey, Demar",D,S2OH00428,N00048831
"Shelby, Doc",D,H2TX04116,N00048924
"Shelton, Alisha",D,H2NE02124,N00045626
"Shelton, Kim",D,H0MD04160,N00046495
"Shepard, Timothy",D,S2MO00460,N00047337
"Shepherd, George",R,H2FL09194,N00048496
"Sheriff, Peggy",R,H2ME02170,N00048227
"Sherman, Brad",D,H6CA24113,N00006897
"Sherman, Lea",3,H2NJ09156,N00051916
"Sherrill, Keith",D,H2NY21172,N00049325
